frame,point_id,x,y,u,v,displacement
68,3,248.53392,538.22595,26.53392,0.22595215,26.534882
69,0,92.13292,394.32025,43.13292,26.320251,50.529243
69,1,236.43465,355.08786,24.434647,17.08786,29.816889
69,2,350.41534,351.43408,9.415344,12.434082,15.596638
69,3,247.85104,537.92847,25.851044,-0.0715332,25.851143
70,0,92.12151,394.259,43.121513,26.259003,50.487625
70,1,236.15672,354.6618,24.156723,16.661804,29.34558
70,2,350.38904,351.1155,9.389038,12.115509,15.32774
70,3,247.79645,537.5251,25.796448,-0.47491455,25.80082
71,0,92.05261,394.19196,43.052612,26.191956,50.393906
71,1,236.31204,354.3744,24.312042,16.37439,29.312046
71,2,350.2673,350.3669,9.267303,11.366913,14.665935
71,3,248.0393,537.50336,26.039307,-0.49664307,26.044043
72,0,91.62029,394.0992,42.620293,26.099213,49.976578
72,1,236.02565,354.23358,24.02565,16.233582,28.99588
72,2,350.2668,350.36563,9.266815,11.365631,14.664632
72,3,247.67488,537.3226,25.674881,-0.6774292,25.683817
73,0,92.16679,393.50293,43.166786,25.50293,50.13752
73,1,236.42447,353.54794,24.424469,15.547943,28.953293
73,2,350.42313,349.73715,9.423126,10.737152,14.285719
73,3,248.03769,536.4542,26.03769,-1.5457764,26.083532
74,0,92.1926,393.5871,43.192596,25.587097,50.202587
74,1,236.44168,353.45004,24.44168,15.450043,28.915386
74,2,350.46048,349.50797,9.46048,10.507965,14.139236
74,3,248.15839,536.4739,26.158386,-1.526123,26.202866
75,0,90.973015,393.97812,41.973015,25.978119,49.361897
75,1,235.02081,353.48767,23.020813,15.487671,27.745735
75,2,349.79474,349.6536,8.794739,10.653595,13.814721
75,3,247.03377,536.7671,25.033768,-1.2329102,25.06411
76,0,91.26886,394.39795,42.26886,26.39795,49.83481
76,1,235.04538,353.43396,23.04538,15.43396,27.736197
76,2,349.88522,349.7314,8.885223,10.731415,13.932353
76,3,247.06897,536.7868,25.06897,-1.2131958,25.098309
77,0,92.8646,395.18655,43.8646,27.186554,51.606316
77,1,236.312,354.16986,24.311996,16.16986,29.198246
77,2,350.96378,350.09595,9.963776,11.095947,14.912977
77,3,248.29071,537.30304,26.29071,-0.69696045,26.299948
78,0,93.3904,396.6511,44.390404,28.651093,52.833637
78,1,236.35951,355.56693,24.359512,17.566925,30.033028
78,2,351.12756,351.91718,10.127563,12.917175,16.414047
78,3,248.25208,538.40735,26.252075,0.40734863,26.255236
79,0,94.3719,397.6643,45.371902,29.664307,54.208675
79,1,237.06961,356.56088,25.06961,18.560883,31.192816
79,2,351.4085,352.80887,10.408508,13.808868,17.29225
79,3,248.66298,539.33636,26.66298,1.3363647,26.696447
80,0,95.56969,397.97116,46.569687,29.97116,55.380558
80,1,238.38626,356.68506,26.386261,18.685059,32.332123
80,2,352.3594,352.8894,11.3594055,13.889404,17.943012
80,3,249.67152,539.3192,27.671524,1.3192139,27.702951
81,0,96.084885,398.20752,47.084885,30.20752,55.94176
81,1,238.69548,356.76477,26.69548,18.76477,32.63074
81,2,352.2845,353.12854,11.284485,14.12854,18.081903
81,3,249.94351,539.37274,27.943512,1.3727417,27.97721
82,0,95.670944,399.09027,46.670944,31.090271,56.078354
82,1,238.02054,357.746,26.020538,19.746002,32.664555
82,2,351.89526,353.89606,10.895264,14.896057,18.455332
82,3,249.33812,539.8731,27.33812,1.8731079,27.402214
83,0,95.11615,399.4038,46.11615,31.403809,55.793354
83,1,237.11563,358.10605,25.115631,20.106049,32.172165
83,2,350.8267,354.09448,9.826691,15.094482,18.011309
83,3,248.42145,539.98425,26.421448,1.9842529,26.495852
84,0,95.15661,399.53018,46.15661,31.530182,55.897987
84,1,236.81409,358.09872,24.814087,20.098724,31.932705
84,2,349.9006,353.97534,8.900604,14.975342,17.420725
84,3,247.94417,539.5598,25.944168,1.5598145,25.991016
85,0,94.99753,400.15372,45.997528,32.153717,56.1216
85,1,236.19864,358.36758,24.198639,20.367584,31.6293
85,2,349.15723,353.86945,8.157227,14.869446,16.959974
85,3,247.51242,539.54175,25.51242,1.541748,25.558964
86,0,93.98682,401.0191,44.986816,33.019104,55.803894
86,1,234.7497,359.17075,22.749695,21.170746,31.076506
86,2,347.9525,354.65118,6.9525146,15.651184,17.125917
86,3,245.84549,540.39026,23.84549,2.3902588,23.964989
87,0,93.65136,401.50925,44.65136,33.509247,55.826637
87,1,234.1689,359.30444,22.1689,21.304443,30.746372
87,2,347.41537,354.9293,6.4153748,15.929291,17.172634
87,3,245.14185,540.5156,23.141846,2.515625,23.278175
88,0,93.35283,401.2786,44.35283,33.278595,55.44942
88,1,233.09941,359.2719,21.099411,21.271912,29.961298
88,2,346.92166,355.1113,5.9216614,16.111298,17.165081
88,3,244.09697,539.9252,22.09697,1.9251709,22.180676
89,0,93.18076,400.9714,44.180763,32.971405,55.12761
89,1,232.5607,358.71317,20.5607,20.713165,29.185228
89,2,346.63547,354.56506,5.6354675,15.565063,16.553843
89,3,243.66422,539.1717,21.664215,1.1716919,21.695877
90,0,93.33909,401.17413,44.33909,33.174133,55.375786
90,1,232.5056,358.68967,20.5056,20.689667,29.129744
90,2,346.58337,354.34668,5.583374,15.34668,16.330788
90,3,243.93541,538.9547,21.93541,0.9547119,21.956177
91,0,93.5486,401.3639,44.5486,33.36389,55.657227
91,1,232.48715,358.8593,20.487152,20.859314,29.23755
91,2,346.48395,354.35864,5.4839478,15.358643,16.308329
91,3,244.26453,538.8592,22.264526,0.8591919,22.2811
92,0,93.417816,401.13837,44.417816,33.138367,55.41745
92,1,232.26973,358.86743,20.26973,20.867432,29.091436
92,2,346.18756,354.2399,5.187561,15.239899,16.098612
92,3,243.86624,538.39496,21.866241,0.3949585,21.869808
93,0,95.03503,400.58044,46.035027,32.580444,56.397774
93,1,233.65575,358.28442,21.655746,20.284424,29.672028
93,2,347.07416,353.43002,6.0741577,14.430023,15.65634
93,3,245.28218,537.3582,23.28218,-0.64178467,23.291023
94,0,97.433014,400.21255,48.433014,32.212555,58.16705
94,1,236.02176,357.69098,24.021759,19.690979,31.0609
94,2,348.85718,352.79556,7.8571777,13.795563,15.876171
94,3,247.75797,536.21625,25.757965,-1.7837524,25.819654
95,0,98.70949,399.32205,49.709488,31.322052,58.75461
95,1,237.06648,356.98508,25.066483,18.985077,31.444582
95,2,349.80148,352.4988,8.801483,13.49881,16.114712
95,3,248.59915,535.1386,26.599152,-2.8613892,26.752615
96,0,100.36914,398.2501,51.36914,30.250092,59.61423
96,1,238.65817,356.0119,26.658173,18.011902,32.172764
96,2,350.66815,351.48065,9.668152,12.480652,15.787332
96,3,249.73488,533.6409,27.734879,-4.35907,28.075344
97,0,103.71474,397.67126,54.714737,29.671265,62.24216
97,1,241.7942,355.2291,29.794205,17.229095,34.417095
97,2,352.74582,350.9838,11.745819,11.983795,16.780214
97,3,252.74344,532.23486,30.743439,-5.7651367,31.27932
98,0,105.48207,397.1347,56.48207,29.134705,63.553562
98,1,243.25352,354.6801,31.253525,16.680115,35.426105
98,2,353.83652,350.43542,12.836517,11.435425,17.191425
98,3,254.2497,531.0082,32.249695,-6.9918213,32.998917
99,0,107.37313,396.4702,58.37313,28.470215,64.945946
99,1,244.77658,354.13287,32.77658,16.132874,36.53182
99,2,354.86298,349.69666,13.862976,10.696655,17.510012
99,3,255.85387,529.75214,33.853867,-8.247864,34.8441
100,0,109.32268,395.75366,60.322678,27.753662,66.400986
100,1,246.48941,353.4991,34.48941,15.499115,37.811928
100,2,356.33206,349.2154,15.332062,10.215393,18.423527
100,3,257.6247,528.5847,35.624695,-9.415283,36.84788
101,0,109.99003,395.01453,60.99003,27.014526,66.70508
101,1,247.07065,352.52115,35.07065,14.521149,37.958057
101,2,356.899,348.1694,15.898987,9.169403,18.35363
101,3,258.3239,527.5024,36.323914,-10.49762,37.810406
102,0,109.65243,394.44623,60.652428,26.446228,66.167366
102,1,246.53339,351.70496,34.533386,13.704956,37.153473
102,2,356.56952,347.59525,15.569519,8.595245,17.784492
102,3,257.8288,526.60815,35.828796,-11.391846,37.596233
103,0,108.99447,393.97388,59.99447,25.973877,65.37567
103,1,245.61443,351.2596,33.614426,13.259613,36.13512
103,2,355.4969,346.66293,14.496887,7.6629333,16.39757
103,3,257.06958,525.9467,35.06958,-12.053284,37.08311
104,0,108.230606,393.42804,59.230606,25.42804,64.45812
104,1,244.4019,350.66077,32.4019,12.660767,34.787617
104,2,354.517,346.21368,13.516998,7.213684,15.321439
104,3,255.828,525.11914,33.828003,-12.880859,36.19738
105,0,107.788055,392.86667,58.788055,24.866669,63.83092
105,1,243.90851,349.9608,31.908508,11.960785,34.07658
105,2,353.48218,344.81586,12.482178,5.815857,13.770583
105,3,255.40807,524.1715,33.408066,-13.828491,36.156963
106,0,107.69933,392.62778,58.699333,24.627777,63.656414
106,1,243.35252,349.58328,31.352524,11.583282,33.423843
106,2,352.97275,344.5348,11.972748,5.53479,13.19017
106,3,254.95636,523.5513,32.95636,-14.44873,35.984543
107,0,106.13354,392.31616,57.133537,24.316162,62.092808
107,1,241.44995,349.37302,29.449951,11.373016,31.569687
107,2,350.91635,343.9906,9.916351,4.9906006,11.1013565
107,3,252.8979,522.89636,30.897903,-15.103638,34.391865
108,0,104.984055,391.5159,55.984055,23.5159,60.722416
108,1,239.62534,348.72275,27.625336,10.722748,29.633368
108,2,349.01935,343.52048,8.019348,4.5204773,9.205687
108,3,251.01701,521.74927,29.017014,-16.250732,33.257683
109,0,105.26334,391.03278,56.263344,23.032776,60.795334
109,1,239.61101,348.04596,27.611008,10.045959,29.38178
109,2,349.09293,343.26157,8.092926,4.261566,9.146387
109,3,251.23898,520.55774,29.238983,-17.44226,34.046303
110,0,104.53604,390.70673,55.53604,22.706726,59.99873
110,1,238.80412,347.78995,26.804123,9.7899475,28.536015
110,2,348.02197,342.62073,7.0219727,3.6207275,7.9004917
110,3,250.46875,520.0244,28.46875,-17.975586,33.66885
111,0,103.37203,390.81818,54.372032,22.818176,58.96598
111,1,237.3546,348.0244,25.354599,10.024414,27.264347
111,2,346.5694,343.11462,5.569397,4.114624,6.924472
111,3,248.59258,519.8746,26.592575,-18.125427,32.18223
112,0,104.26162,391.56512,55.26162,23.565125,60.076298
112,1,237.79854,348.60025,25.798538,10.60025,27.891394
112,2,346.285,343.19873,5.2850037,4.1987305,6.7498593
112,3,249.1012,519.9169,27.101196,-18.08313,32.580276
113,0,105.759834,391.80637,56.759834,23.806366,61.550156
113,1,238.72786,348.89444,26.72786,10.89444,28.862906
113,2,346.97775,343.32614,5.9777527,4.3261414,7.3789587
113,3,250.24779,519.72864,28.247787,-18.271362,33.64194
114,0,106.46808,391.0824,57.46808,23.082397,61.930424
114,1,239.20253,348.31677,27.20253,10.316772,29.093185
114,2,347.06143,342.68835,6.061432,3.6883545,7.095415
114,3,250.32173,518.4724,28.321732,-19.527588,34.401268
115,0,108.83946,389.33688,59.839462,21.336884,63.52971
115,1,241.4228,346.62146,29.422806,8.62146,30.659925
115,2,348.89822,341.36203,7.898224,2.36203,8.243854
115,3,252.51482,516.46924,30.514816,-21.530762,37.346054
116,0,110.88681,388.3315,61.88681,20.331512,65.14098
116,1,243.54893,345.34747,31.548935,7.347473,32.39322
116,2,350.8766,339.92007,9.876587,0.92007446,9.91935
116,3,254.6089,515.2633,32.608902,-22.736694,39.75296
117,0,111.18215,388.11276,62.18215,20.112762,65.35399
117,1,243.56726,345.38522,31.56726,7.3852234,32.419647
117,2,350.6138,339.95932,9.6138,0.95932007,9.661545
117,3,254.22372,514.79016,32.223724,-23.209839,39.712276
118,0,111.6917,387.5359,62.691704,19.535889,65.66507
118,1,243.81166,345.1603,31.81166,7.160309,32.607544
